Email_ID,Sender_Email,Subject,Email_Length,Num_Links,Num_Special_Chars,Capital_Words,Has_Attachment,Spam
1495,user1494@yahoo.com,Greetings,75,2,2,6,1,0
1496,user1495@gmail.com,Meeting,186,2,14,23,0,1
1497,user1496@outlook.com,Meeting,135,1,10,29,1,1
1498,user1497@outlook.com,Offer,54,3,3,5,0,0
1499,user1498@gmail.com,Invoice,230,2,19,44,1,1
1500,user1499@outlook.com,Win Prize,98,1,6,9,0,0
1501,user1500@company.com,Win Prize,66,3,1,8,0,0
1502,user1501@gmail.com,Invoice,78,0,5,0,0,0
1503,user1502@outlook.com,Greetings,70,0,3,2,0,0
1504,user1503@gmail.com,Account Verification,95,1,3,3,0,0
1505,user1504@yahoo.com,Account Verification,82,1,2,1,0,0
1506,user1505@yahoo.com,Meeting,85,4,2,9,0,0
1507,user1506@gmail.com,Project Update,184,7,14,17,0,1
1508,user1507@yahoo.com,Security Alert,168,2,18,30,1,1
1509,user1508@company.com,Offer,43,1,2,1,0,0
1510,user1509@outlook.com,Offer,223,5,17,43,1,1
1511,user1510@yahoo.com,Invoice,124,4,5,0,1,0
1512,user1511@gmail.com,Account Verification,109,1,4,5,0,0
1513,user1512@company.com,Win Prize,114,2,3,8,0,0
1514,user1513@gmail.com,Project Update,73,5,1,4,1,0
1515,user1514@gmail.com,Account Verification,113,3,3,0,0,0
1516,user1515@gmail.com,Offer,98,0,4,0,0,0
1517,user1516@company.com,Security Alert,189,4,12,30,1,1
1518,user1517@gmail.com,Meeting,180,4,13,32,0,1
1519,user1518@yahoo.com,Win Prize,68,1,2,4,0,0
1520,user1519@outlook.com,Invoice,170,2,13,14,0,1
1521,user1520@company.com,Invoice,148,5,17,51,0,1
1522,user1521@outlook.com,Account Verification,177,5,17,10,0,1
1523,user1522@company.com,Greetings,89,1,4,3,0,0
1524,user1523@outlook.com,Invoice,83,1,4,7,0,0
1525,user1524@company.com,Win Prize,188,2,15,52,0,1
1526,user1525@outlook.com,Account Verification,184,6,19,9,1,1
1527,user1526@outlook.com,Win Prize,64,0,5,7,0,0
1528,user1527@company.com,Meeting,170,4,19,2,0,1
1529,user1528@outlook.com,Greetings,199,3,14,13,0,1
1530,user1529@company.com,Offer,179,2,14,16,1,1
1531,user1530@yahoo.com,Offer,55,1,3,3,0,0
1532,user1531@gmail.com,Win Prize,93,0,1,0,0,0
1533,user1532@gmail.com,Invoice,20,1,3,7,0,0
1534,user1533@outlook.com,Account Verification,135,5,16,53,1,1
1535,user1534@yahoo.com,Meeting,20,1,3,9,0,0
1536,user1535@company.com,Account Verification,64,0,2,4,1,0
1537,user1536@company.com,Security Alert,175,0,15,12,1,1
1538,user1537@company.com,Offer,162,8,17,9,0,1
1539,user1538@gmail.com,Account Verification,78,2,6,2,0,0
1540,user1539@gmail.com,Win Prize,57,0,0,5,0,0
1541,user1540@gmail.com,Greetings,186,6,13,40,1,1
1542,user1541@yahoo.com,Win Prize,43,0,2,2,0,0
1543, ,Security Alert,123,1,2,2,1,0
1544,user1543@yahoo.com,Meeting,78,1,5,8,0,0
1545,user1544@company.com,Invoice,176,2,15,3,0,1
1546,user1545@company.com,Security Alert,92,0,6,9,0,0
1547,user1546@yahoo.com,Offer,37,3,2,6,1,0
1548,user1547@outlook.com,Invoice,99,0,3,3,0,0
1549,user1548@gmail.com,Account Verification,103,0,2,5,0,0
1550,user1549@company.com,Project Update,126,1,1,8,0,0
1551,user1550@outlook.com,Greetings,117,1,4,2,1,0
1552,user1551@gmail.com,Account Verification,98,0,4,9,0,0
1553,user1552@gmail.com,Account Verification,241,5,15,17,0,1
1554,user1553@yahoo.com,Win Prize,205,2,19,41,0,1
1555,user1554@gmail.com,Invoice,192,7,15,39,1,1
1556,user1555@gmail.com,Offer,67,0,-1,3,0,0
1557,user1556@outlook.com,Account Verification,91,1,2,5,0,0
1558,user1557@outlook.com,Account Verification,,3,3,9,0,0
1559,user1558@company.com,Greetings,81,1,4,2,0,0
1560,user1559@gmail.com,Win Prize,30,3,1,0,0,0
1561,user1560@outlook.com,Account Verification,62,0,4,9,0,0
1562,user1561@yahoo.com,Account Verification,120,1,3,6,0,0
1563,user1562@gmail.com,Account Verification,107,0,2,6,0,0
1564,user1563@outlook.com,Security Alert,58,3,5,0,1,0
1565,user1564@gmail.com,Greetings,33,0,4,6,0,0
1566,user1565@outlook.com,Project Update,66,0,5,0,0,0
1567,user1566@gmail.com,Project Update,94,1,4,4,0,0
1568,user1567@outlook.com,Offer,199,7,13,44,0,1
1569,user1568@outlook.com,Greetings,77,0,1,3,0,0
1570,user1569@gmail.com,Security Alert,188,2,14,15,0,1
1571,user1570@yahoo.com,Offer,86,2,3,5,0,0
1572,user1571@company.com,Project Update,84,0,0,1,0,0
1573,user1572@outlook.com,Account Verification,74,1,4,6,1,0
1574,user1573@gmail.com,Security Alert,145,3,10,13,0,1
1575,user1574@company.com,Security Alert,97,1,2,2,1,0
1576,user1575@company.com,Greetings,122,0,2,8,0,0
1577,user1576@outlook.com,Meeting,187,5,12,33,1,1
1578,user1577@yahoo.com,Invoice,61,1,0,0,0,0
1579,user1578@outlook.com,Account Verification,131,1,7,8,0,0
1580,user1579@yahoo.com,Meeting,191,6,14,44,0,1
1581,user1580@yahoo.com,Security Alert,63,3,4,5,0,0
1582,user1581@yahoo.com,Meeting,106,3,2,2,0,0
1583,user1582@yahoo.com,Meeting,58,1,5,9,0,0
1584,user1583@company.com,Meeting,55,0,2,8,0,0
1585,user1584@outlook.com,Security Alert,69,1,2,4,1,0
1586,user1585@outlook.com,Project Update,104,0,1,9,0,0
1587,user1586@company.com,Account Verification,216,5,25,17,1,1
1588,user1587@gmail.com,Meeting,88,1,2,3,0,0
1589,user1588@yahoo.com,Project Update,73,0,4,9,0,0
1590,user1589@company.com,Greetings,62,0,3,1,0,0
1591,user1590@yahoo.com,Greetings,97,1,1,4,1,0
1592,user1591@outlook.com,Project Update,32,3,6,5,0,0
1593,user1592@yahoo.com,Offer,135,4,18,16,0,1
1594,user1593@gmail.com,Offer,96,4,4,6,0,0
1595,user1594@gmail.com,Account Verification,106,2,3,5,1,0
1596,user1595@gmail.com,Win Prize,94,0,2,4,0,0
1597,user1596@yahoo.com,Security Alert,63,1,0,8,0,0
1598,user1597@yahoo.com,Security Alert,71,1,1,6,0,0
1599,user1598@outlook.com,Account Verification,76,0,2,6,0,0
1600,user1599@gmail.com,Meeting,105,0,3,0,0,0
1601,user1600@company.com,Win Prize,185,8,16,29,0,1
1602,user1601@yahoo.com,Meeting,48,0,2,4,0,0
1603,user1602@yahoo.com,Offer,172,4,11,10,1,1
1604,user1603@outlook.com,Offer,141,5,16,55,0,1
1605,user1604@company.com,Account Verification,87,1,3,8,0,0
1606,user1605@outlook.com,Greetings,108,1,3,7,1,0
1607,user1606@outlook.com,Security Alert,45,1,2,9,0,0
1608,user1607@company.com,Offer,195,3,19,34,1,1
1609,user1608@company.com,Invoice,73,3,3,5,0,0
1610,user1609@gmail.com,Project Update,102,0,1,7,1,0
1611,user1610@outlook.com,Offer,174,5,12,36,0,1
1612,user1611@gmail.com,Greetings,132,0,4,8,0,0
1613,user1612@gmail.com,Project Update,58,3,2,0,0,0
1614,user1613@outlook.com,Project Update,187,3,6,35,1,1
1615,user1614@outlook.com,Offer,64,0,4,5,0,0
1616,user1615@outlook.com,Security Alert,53,0,1,1,0,0
1617,user1616@yahoo.com,Security Alert,168,10,18,31,0,1
1618,user1617@gmail.com,Account Verification,137,0,3,7,0,0
1619,user1618@outlook.com,Win Prize,81,1,3,2,0,0
1620,user1619@gmail.com,Greetings,100,1,1,2,1,0
1621,user1620@outlook.com,Offer,169,4,22,55,1,1
1622,user1621@company.com,Account Verification,82,1,4,6,0,0
1623,user1622@company.com,Meeting,72,2,1,2,0,0
1624,user1623@yahoo.com,Project Update,63,0,3,2,1,0
1625,user1624@yahoo.com,Greetings,72,2,2,4,0,0
1626,user1625@outlook.com,Offer,63,2,4,5,1,0
1627,user1626@yahoo.com,Win Prize,82,1,3,9,1,0
1628,user1627@outlook.com,Invoice,36,1,2,1,0,0
1629,user1628@company.com,Win Prize,82,3,6,9,0,0
1630,user1629@outlook.com,Win Prize,160,9,24,4,0,1
1631,user1630@outlook.com,Invoice,183,7,14,41,0,1
1632,user1631@yahoo.com,Project Update,180,5,23,51,1,1
1633,user1632@yahoo.com,Offer,84,4,2,9,0,0
1634,user1633@company.com,Project Update,185,7,20,43,0,1
1635,user1634@outlook.com,Offer,97,0,3,8,0,0
1636,user1635@outlook.com,Greetings,103,1,5,2,0,0
1637,user1636@gmail.com,Greetings,58,1,2,9,1,0
1638,user1637@gmail.com,Invoice,215,6,14,8,1,1
1639,user1638@company.com,Security Alert,71,0,4,4,1,0
1640,user1639@gmail.com,Account Verification,179,4,12,17,0,1
1641,user1640@outlook.com,Account Verification,67,0,3,8,0,0
1642,user1641@gmail.com,Win Prize,77,1,1,0,0,0
1643,user1642@yahoo.com,Security Alert,124,1,4,1,1,0
1644,user1643@outlook.com,Account Verification,225,4,19,31,0,1
1645,user1644@company.com,Win Prize,202,7,20,14,1,1
1646,user1645@outlook.com,Win Prize,88,2,4,8,0,0
1647,user1646@gmail.com,Greetings,70,2,1,4,0,0
1648,user1647@outlook.com,Win Prize,58,1,3,3,0,0
1649,user1648@outlook.com,Meeting,103,0,0,6,0,0
1650,user1649@gmail.com,Greetings,191,6,14,44,0,1
1651,user1650@outlook.com,Security Alert,107,0,2,5,1,0
1652,user1651@yahoo.com,Win Prize,92,1,1,9,0,0
1653,user1652@company.com,Invoice,199,1,18,0,0,1
1654,user1653@yahoo.com,Account Verification,192,6,20,35,1,1
1655,user1654@company.com,Account Verification,178,8,11,32,1,1
1656,user1655@company.com,Greetings,169,5,14,56,0,1
1657,user1656@company.com,Meeting,198,4,13,39,1,1
1658,user1657@gmail.com,Security Alert,52,0,3,8,0,0
1659,user1658@outlook.com,Meeting,178,8,15,55,0,1
1660,user1659@outlook.com,Security Alert,185,5,19,31,0,1
1661,user1660@gmail.com,Meeting,122,1,1,2,0,0
1662,user1661@yahoo.com,Security Alert,57,0,5,9,0,0
1663,user1662@outlook.com,Offer,117,1,4,5,0,0
1664,user1663@yahoo.com,Invoice,83,2,3,5,1,0
1665,user1664@company.com,Offer,175,2,17,10,0,1
1666,user1665@yahoo.com,Invoice,189,5,11,46,0,1
1667,user1666@gmail.com,Offer,69,1,1,7,0,0
1668,user1667@outlook.com,Greetings,208,7,16,1,1,1
1669,user1668@outlook.com,Account Verification,93,2,2,9,0,0
1670,user1669@yahoo.com,Project Update,107,1,5,2,0,0
1671,user1670@company.com,Project Update,87,0,2,1,0,0
1672,user1671@yahoo.com,Win Prize,122,1,2,4,0,0
1673,user1672@company.com,Meeting,97,0,8,2,0,0
1674,user1673@yahoo.com,Security Alert,170,5,18,48,0,1
1675,user1674@yahoo.com,Security Alert,194,3,22,21,1,1
1676,user1675@gmail.com,Win Prize,172,10,20,36,1,1
1677,user1676@gmail.com,Project Update,88,99,4,3,1,0
1678,user1677@gmail.com,Account Verification,170,11,20,36,1,1
1679,user1678@outlook.com,Meeting,44,2,4,4,1,0
1680,user1679@gmail.com,Invoice,59,0,3,4,0,0
1681,user1680@gmail.com,Meeting,44,2,4,0,0,0
1682,user1681@gmail.com,Account Verification,79,0,2,5,0,0
1683,user1682@company.com,Account Verification,225,0,15,19,1,1
1684,user1683@gmail.com,Offer,106,2,2,7,0,0
1685,user1684@company.com,Win Prize,147,3,18,1,0,1
1686,user1685@yahoo.com,Meeting,53,2,2,0,0,0
1687,user1686@outlook.com,Account Verification,96,3,4,7,0,0
1688,user1687@gmail.com,Offer,107,2,3,0,1,0
1689,user1688@yahoo.com,Account Verification,64,0,3,9,0,0
1690,user1689@gmail.com,Invoice,71,1,8,2,1,0
1691,user1690@outlook.com,Invoice,67,0,4,8,0,0
1692,user1691@gmail.com,Greetings,50,0,2,4,0,0
1693,user1692@yahoo.com,Security Alert,53,0,4,0,0,0
1694,user1693@outlook.com,Security Alert,215,3,16,6,1,1
1695,user1694@outlook.com,Account Verification,194,2,12,21,0,1
1696,user1695@outlook.com,Win Prize,98,1,2,4,0,0
1697,user1696@gmail.com,Greetings,184,3,16,42,0,1
1698,user1697@yahoo.com,Greetings,133,1,3,1,1,0
1699,user1698@outlook.com,Security Alert,75,2,3,6,0,0
1700,user1699@gmail.com,Meeting,183,5,15,21,1,1
1701,user1700@gmail.com,Invoice,31,0,5,5,0,0
1702,user1701@company.com,Win Prize,65,0,3,1,0,0
1703,user1702@gmail.com,Invoice,80,0,4,2,0,0
1704,user1703@gmail.com,Offer,218,5,13,21,0,1
1705,user1704@yahoo.com,Greetings,86,1,2,8,0,0
1706,user1705@outlook.com,Offer,89,1,1,4,1,0
1707,user1706@company.com,Meeting,103,2,6,3,0,0
1708,user1707@gmail.com,Win Prize,168,4,18,17,1,1
1709,user1708@gmail.com,Offer,67,0,3,7,0,0
1710,user1709@outlook.com,Project Update,86,2,1,3,0,0
1711,user1710@company.com,Invoice,160,3,11,57,0,1
1712,user1711@gmail.com,Meeting,84,1,3,8,0,0
1713,user1712@gmail.com,Win Prize,183,3,15,21,1,1
1714,user1713@yahoo.com,Project Update,48,2,4,5,0,0
1715,user1714@outlook.com,Greetings,66,1,3,7,0,0
1716,user1715@outlook.com,Invoice,64,2,4,3,1,0
1717,user1716@outlook.com,Project Update,39,1,6,7,0,0
1718,user1717@yahoo.com,Invoice,91,2,2,7,0,0
1719,user1718@company.com,Account Verification,89,1,5,3,0,0
1720,user1719@company.com,Offer,60,3,3,0,1,0
1721,user1720@company.com,Greetings,107,3,0,0,1,0
1722,user1721@company.com,Win Prize,87,2,6,7,0,0
1723,user1722@gmail.com,Win Prize,69,2,6,1,1,0
1724,user1723@gmail.com,Win Prize,129,4,5,7,0,0
1725,user1724@gmail.com,Account Verification,61,2,1,4,1,0
1726,user1725@company.com,Greetings,92,1,2,4,0,0
1727,user1726@yahoo.com,Account Verification,110,2,0,2,0,0
1728,user1727@outlook.com,Meeting,66,0,4,6,0,0
1729,user1728@yahoo.com,Greetings,200,7,11,47,0,1
1730,user1729@company.com,Invoice,81,2,4,9,0,0
1731,user1730@company.com,Greetings,,3,14,35,0,1
1732,user1731@gmail.com,Invoice,121,1,4,4,0,0
1733,user1732@outlook.com,Project Update,193,5,15,16,0,1
1734,user1733@gmail.com,Security Alert,215,6,18,6,1,1
1735,user1734@outlook.com,Invoice,99,0,1,3,0,0
1736,user1735@company.com,Security Alert,116,2,0,5,0,0
1737,user1736@company.com,Project Update,69,0,5,6,0,0
1738,user1737@company.com,Win Prize,201,2,7,36,0,1
1739,user1738@gmail.com,Meeting,171,6,12,50,1,1
1740,user1739@yahoo.com,Greetings,80,0,6,5,1,0
1741,user1740@company.com,Win Prize,28,2,1,4,0,0
1742,user1741@gmail.com,Greetings,81,0,2,3,0,0
1743,user1742@outlook.com,Security Alert,61,2,2,0,1,0
1744,user1743@outlook.com,Offer,57,1,3,3,1,0
1745,user1744@gmail.com,Security Alert,75,1,2,9,0,0
1746,user1745@company.com,Account Verification,211,5,15,19,0,1
1747,user1746@yahoo.com,Invoice,80,1,4,5,0,0
1748,user1747@company.com,Greetings,90,1,4,8,0,0
1749,user1748@company.com,Invoice,169,13,14,14,0,1
1750,user1749@company.com,Greetings,137,2,18,41,0,1
1751,user1750@outlook.com,Invoice,66,1,3,5,0,0
1752,user1751@company.com,Meeting,91,1,0,7,0,0
1753,user1752@gmail.com,Account Verification,112,0,4,1,0,0
1754,user1753@company.com,Meeting,54,1,2,4,0,0
1755,user1754@gmail.com,Invoice,173,7,15,17,1,1
1756,user1755@outlook.com,Security Alert,65,0,4,9,0,0
1757,user1756@company.com,Project Update,102,1,1,2,0,0
1758,user1757@outlook.com,Meeting,207,6,19,54,1,1
1759,user1758@yahoo.com,Greetings,56,3,2,5,0,0
1760,user1759@outlook.com,Greetings,97,1,3,5,0,0
1761,user1760@outlook.com,Greetings,152,7,11,14,0,1
1762,user1761@gmail.com,Invoice,101,1,3,2,0,0
1763,user1762@yahoo.com,Meeting,213,1,10,59,0,1
1764,user1763@outlook.com,Project Update,102,0,3,4,0,0
1765,user1764@outlook.com,Project Update,163,3,14,44,0,1
1766,user1765@gmail.com,Meeting,44,1,4,7,0,0
1767,user1766@yahoo.com,Greetings,92,1,2,3,0,0
1768,user1767@yahoo.com,Account Verification,61,0,5,3,0,0
1769,user1768@gmail.com,Offer,97,5,4,0,0,0
1770,user1769@yahoo.com,Security Alert,67,0,5,3,0,0
1771,user1770@gmail.com,Account Verification,101,0,2,0,0,0
1772,user1771@yahoo.com,Greetings,48,2,3,9,1,0
1773,user1772@yahoo.com,Project Update,100,0,1,0,0,0
1774,user1773@gmail.com,Account Verification,91,1,2,3,0,0
1775,user1774@gmail.com,Invoice,80,0,3,6,0,0
1776,user1775@company.com,Greetings,100,1,2,5,0,0
1777,user1776@yahoo.com,Greetings,94,3,2,2,0,0
1778,user1777@gmail.com,Meeting,92,1,3,8,0,0
1779,user1778@company.com,Greetings,84,0,0,6,0,0
1780,user1779@yahoo.com,Win Prize,92,1,3,0,0,0
1781,user1780@yahoo.com,Invoice,190,1,17,10,0,1
1782,user1781@company.com,Project Update,50,2,1,1,0,0
1783,user1782@company.com,Account Verification,153,8,14,7,1,1
1784,user1783@yahoo.com,Offer,202,7,13,35,0,1
1785,user1784@company.com,Project Update,195,2,16,37,1,1
1786,user1785@outlook.com,Greetings,96,0,3,8,0,0
1787,user1786@yahoo.com,Win Prize,80,1,2,1,1,0
1788,user1787@company.com,Offer,48,2,5,8,1,0
1789,user1788@outlook.com,Security Alert,124,0,3,5,0,0
1790,user1789@yahoo.com,Security Alert,182,3,16,23,0,1
1791,user1790@outlook.com,Project Update,199,4,14,36,0,1
1792,user1791@yahoo.com,Win Prize,110,0,2,0,0,0
1793,user1792@outlook.com,Invoice,195,9,16,32,1,1
1794,user1793@outlook.com,Greetings,111,1,5,7,1,0
1795,user1794@company.com,Offer,63,2,6,1,0,0
1796,user1795@company.com,Meeting,51,1,1,8,1,0
1797,user1796@gmail.com,Meeting,87,2,6,7,0,0
1798,user1797@company.com,Win Prize,95,2,1,4,0,0
1799,user1798@gmail.com,Meeting,91,1,1,6,0,0
1800, ,Offer,74,0,2,4,0,0
1801,user1800@yahoo.com,Offer,77,0,2,4,0,0
1802,user1801@outlook.com,Win Prize,151,3,14,49,0,1
1803,user1802@gmail.com,Offer,192,2,17,45,1,1
1804,user1803@yahoo.com,Meeting,91,2,1,2,0,0
1805,user1804@outlook.com,Greetings,161,1,10,33,0,1
1806,user1805@gmail.com,Security Alert,166,6,14,53,0,1
1807,user1806@company.com,Security Alert,83,2,3,6,0,0
1808,user1807@outlook.com,Meeting,79,0,2,6,1,0
1809,user1808@company.com,Account Verification,124,4,20,25,0,1
1810,user1809@company.com,Project Update,177,7,10,40,0,1
1811,user1810@gmail.com,Meeting,162,5,16,7,0,1
1812,user1811@outlook.com,Security Alert,204,8,11,57,0,1
1813,user1812@company.com,Security Alert,177,4,14,33,1,1
1814,user1813@outlook.com,Security Alert,107,1,4,3,0,0
1815,user1814@yahoo.com,Offer,90,2,2,2,0,0
1816,user1815@company.com,Win Prize,74,0,1,7,0,0
1817,user1816@gmail.com,Win Prize,72,0,1,6,0,0
1818,user1817@yahoo.com,Invoice,58,0,5,3,0,0
1819,user1818@company.com,Meeting,66,1,2,4,0,0
1820,user1819@company.com,Offer,154,5,6,45,0,1
1821,user1820@outlook.com,Win Prize,98,3,1,7,0,0
1822,user1821@yahoo.com,Offer,93,2,4,4,0,0
1823,user1822@gmail.com,Project Update,218,2,18,1,1,1
1824,user1823@company.com,Win Prize,56,0,3,2,0,0
1825,user1824@gmail.com,Win Prize,93,2,2,4,0,0
1826,user1825@outlook.com,Meeting,54,0,4,1,0,0
1827,user1826@outlook.com,Greetings,87,0,3,5,0,0
1828,user1827@outlook.com,Invoice,109,2,2,4,0,0
1829,user1828@outlook.com,Security Alert,143,1,13,35,1,1
1830,user1829@yahoo.com,Invoice,92,0,3,0,0,0
1831,user1830@yahoo.com,Account Verification,92,2,5,4,0,0
1832,user1831@company.com,Invoice,202,6,13,4,0,1
1833,user1832@outlook.com,Security Alert,109,1,5,6,0,0
1834,user1833@yahoo.com,Project Update,88,1,3,9,0,0
1835,user1834@outlook.com,Project Update,97,1,3,6,0,0
1836,user1835@outlook.com,Security Alert,108,0,2,4,1,0
1837,user1836@company.com,Meeting,63,1,3,4,0,0
1838,user1837@gmail.com,Project Update,173,5,18,23,0,1
1839,user1838@company.com,Security Alert,70,1,6,2,0,0
1840,user1839@yahoo.com,Meeting,89,1,3,8,0,0
1841,user1840@outlook.com,Account Verification,113,0,2,8,0,0
1842,user1841@gmail.com,Account Verification,98,0,4,6,0,0
1843,user1842@outlook.com,Offer,172,8,15,51,1,1
1844,user1843@gmail.com,Project Update,194,7,6,58,0,1
1845,user1844@company.com,Greetings,180,4,8,5,1,1
1846,user1845@gmail.com,Offer,84,0,1,0,0,0
1847,user1846@yahoo.com,Project Update,117,0,6,3,1,0
1848,user1847@gmail.com,Invoice,123,2,1,7,0,0
1849,user1848@yahoo.com,Meeting,61,3,6,3,1,0
1850,user1849@gmail.com,Security Alert,179,4,16,42,0,1
1851,user1850@yahoo.com,Account Verification,76,0,4,2,0,0
1852,user1851@gmail.com,Security Alert,59,0,1,1,1,0
1853,user1852@company.com,Invoice,105,1,5,6,0,0
1854,user1853@yahoo.com,Meeting,133,6,19,3,0,1
1855,user1854@company.com,Project Update,98,0,2,9,0,0
1856,user1855@gmail.com,Invoice,161,8,9,36,0,1
1857,user1856@gmail.com,Meeting,144,6,12,40,0,1
1858,user1857@yahoo.com,Offer,154,7,18,54,0,1
1859,user1858@gmail.com,Security Alert,64,3,2,5,0,0
1860,user1859@outlook.com,Account Verification,180,2,10,55,1,1
1861,user1860@company.com,Greetings,158,5,9,40,0,1
1862,user1861@company.com,Account Verification,64,0,3,2,0,0
1863,user1862@outlook.com,Meeting,192,4,15,40,0,1
1864,user1863@company.com,Invoice,46,2,5,8,1,0
1865,user1864@gmail.com,Invoice,195,2,23,39,1,1
1866,user1865@gmail.com,Invoice,57,1,2,4,0,0
1867,user1866@outlook.com,Invoice,64,1,-1,6,0,0
1868,user1867@outlook.com,Offer,63,2,1,2,0,0
1869,user1868@gmail.com,Offer,52,1,8,3,0,0
1870,user1869@company.com,Account Verification,54,0,6,0,0,0
1871,user1870@company.com,Meeting,72,1,1,7,1,0
1872,user1871@company.com,Win Prize,177,8,17,34,0,1
1873,user1872@yahoo.com,Win Prize,60,1,2,2,0,0
1874,user1873@company.com,Offer,64,1,2,9,1,0
1875,user1874@yahoo.com,Offer,55,1,3,6,1,0
1876,user1875@outlook.com,Meeting,72,1,3,6,0,0
1877,user1876@yahoo.com,Invoice,51,2,2,2,0,0
1878,user1877@gmail.com,Meeting,116,1,4,3,0,0
1879,user1878@company.com,Invoice,115,0,3,7,1,0
1880,user1879@outlook.com,Security Alert,69,2,1,2,0,0
1881,user1880@outlook.com,Security Alert,95,1,5,7,0,0
1882,user1881@company.com,Win Prize,167,6,19,30,1,1
1883,user1882@yahoo.com,Win Prize,146,10,15,22,0,1
1884,user1883@yahoo.com,Offer,198,7,12,48,1,1
1885,user1884@yahoo.com,Invoice,201,5,13,24,0,1
1886,user1885@yahoo.com,Meeting,200,5,18,57,0,1
1887,user1886@company.com,Invoice,161,5,12,5,1,1
1888,user1887@outlook.com,Invoice,108,1,2,8,0,0
1889,user1888@outlook.com,Invoice,104,2,0,4,0,0
1890,user1889@yahoo.com,Greetings,76,3,1,7,0,0
1891,user1890@outlook.com,Project Update,72,0,3,7,0,0
1892,user1891@yahoo.com,Security Alert,172,3,14,8,1,1
1893,user1892@gmail.com,Offer,76,1,4,6,0,0
1894,user1893@gmail.com,Security Alert,80,1,2,9,0,0
1895,user1894@outlook.com,Greetings,83,1,1,7,0,0
1896,user1895@company.com,Project Update,99,2,4,7,0,0
1897,user1896@outlook.com,Win Prize,55,0,3,3,0,0
1898,user1897@outlook.com,Project Update,83,0,6,9,0,0
1899,user1898@company.com,Win Prize,124,2,2,2,0,0
1900,user1899@gmail.com,Project Update,50,0,2,2,0,0
1901,user1900@yahoo.com,Security Alert,52,1,5,7,1,0
1902,user1901@company.com,Offer,196,9,18,25,0,1
1903,user1902@outlook.com,Win Prize,57,0,1,0,0,0
1904,user1903@outlook.com,Greetings,,0,2,3,0,0
1905,user1904@company.com,Greetings,85,4,4,5,0,0
1906,user1905@outlook.com,Offer,71,1,4,5,0,0
1907,user1906@company.com,Invoice,20,0,6,8,0,0
1908,user1907@yahoo.com,Invoice,228,7,11,37,0,1
1909,user1908@outlook.com,Win Prize,116,1,2,9,1,0
1910,user1909@yahoo.com,Offer,102,0,5,4,0,0
1911,user1910@gmail.com,Invoice,63,0,1,3,0,0
1912,user1911@gmail.com,Meeting,87,2,2,0,0,0
1913,user1912@company.com,Security Alert,129,0,4,2,0,0
1914,user1913@gmail.com,Offer,85,2,5,9,0,0
1915,user1914@company.com,Win Prize,93,1,5,7,0,0
1916,user1915@outlook.com,Account Verification,86,2,4,3,1,0
1917,user1916@yahoo.com,Offer,75,3,0,7,0,0
1918,user1917@yahoo.com,Greetings,95,4,18,59,1,1
1919,user1918@gmail.com,Account Verification,49,0,1,5,0,0
1920,user1919@outlook.com,Meeting,46,0,6,4,0,0
1921,user1920@yahoo.com,Win Prize,62,2,6,0,0,0
1922,user1921@yahoo.com,Greetings,67,1,2,8,0,0
1923,user1922@yahoo.com,Win Prize,87,2,2,8,1,0
1924,user1923@yahoo.com,Greetings,182,9,21,12,1,1
1925,user1924@outlook.com,Meeting,103,1,2,7,0,0
1926,user1925@yahoo.com,Greetings,81,1,4,5,1,0
1927,user1926@yahoo.com,Invoice,196,6,12,36,0,1
1928,user1927@outlook.com,Project Update,180,6,21,40,1,1
1929,user1928@yahoo.com,Meeting,46,0,0,3,0,0
1930,user1929@yahoo.com,Project Update,50,0,3,7,1,0
1931,user1930@company.com,Greetings,134,0,1,9,1,0
1932,user1931@company.com,Meeting,171,5,11,40,1,1
1933,user1932@gmail.com,Project Update,118,0,2,8,0,0
1934,user1933@gmail.com,Offer,180,5,12,12,0,1
1935,user1934@outlook.com,Win Prize,109,0,1,3,0,0
1936,user1935@company.com,Account Verification,164,5,9,28,1,1
1937,user1936@outlook.com,Invoice,82,2,2,5,0,0
1938,user1937@outlook.com,Account Verification,105,0,5,1,0,0
1939,user1938@yahoo.com,Account Verification,96,0,6,1,0,0
1940,user1939@outlook.com,Project Update,143,5,11,3,0,1
1941,user1940@company.com,Greetings,92,0,3,5,1,0
1942,user1941@gmail.com,Win Prize,75,1,0,7,1,0
1943,user1942@company.com,Win Prize,92,0,3,5,1,0
1944,user1943@yahoo.com,Invoice,203,2,10,40,1,1
1945,user1944@outlook.com,Security Alert,159,4,15,7,0,1
1946,user1945@yahoo.com,Win Prize,128,2,2,3,1,0
1947,user1946@yahoo.com,Project Update,101,2,0,0,0,0
1948,user1947@gmail.com,Security Alert,144,12,9,49,1,1
1949,user1948@company.com,Project Update,76,0,5,9,0,0
1950,user1949@gmail.com,Greetings,189,3,14,39,1,1
1951,user1950@company.com,Greetings,87,1,3,7,0,0
1952,user1951@yahoo.com,Win Prize,75,2,2,9,1,0
1953,user1952@company.com,Meeting,24,2,1,2,1,0
1954,user1953@yahoo.com,Meeting,43,0,2,1,0,0
1955,user1954@yahoo.com,Win Prize,23,0,4,4,0,0
1956,user1955@yahoo.com,Meeting,116,7,11,4,1,1
1957,user1956@yahoo.com,Meeting,102,0,3,7,0,0
1958,user1957@yahoo.com,Offer,188,2,16,1,1,1
